,Name,NCode,Series,SCode,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,id_Name,id_Rating
1519,Nigeria,NGA,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. ," 215,696,807.70 "," 204,758,821.10 "," 197,501,403.20 "," 213,655,365.60 "," 233,527,615.40 "," 244,063,286.60 "," 224,616,926.90 "," 236,423,982.00 "," 248,344,188.80 "," 242,061,131.90 "," 2,626,469,401.90 "," 2,580,128,515.90 "," 2,572,153,728.50 "," 2,574,917,913.10 "," 2,580,076,861.40 "," 2,427,291,719.80 "," 2,321,618,367.00 "," 2,252,259,821.70 "," 2,385,958,890.90 "," 2,330,097,424.90 "," 2,316,751,410.80 "," 5,948,128,731.20 "," 9,072,731,293.30 ",100.0,102
1520,Pakistan,PAK,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS, 7.18 , 14.76 , 13.58 , 11.69 , 10.65 , 9.34 , 9.43 , 11.05 , 12.59 , 12.84 , 10.19 , 12.18 , 11.39 , 10.57 , 12.30 , 13.81 , 13.86 , 14.07 , 14.79 , 16.93 , 17.27 , 16.20 , 16.16 , 16.71 , 16.90 , 16.08 , 16.48 , 15.35 , 12.12 , 13.34 , 13.78 , 15.17 , 14.24 , 14.31 , 14.13 , 13.21 , 12.38 , 12.40 , 13.52 , 13.97 , 12.40 , 13.28 , 12.24 , 10.60 , 8.74 , 8.22 , 8.58 , 9.39 , 9.30 , 9.06 ,46.0,105
1521,Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD," 9,415,016,359.57 "," 6,383,429,490.21 "," 8,899,191,919.19 "," 11,230,606,060.61 "," 13,168,080,808.08 "," 15,126,060,606.06 "," 17,811,515,151.52 "," 19,688,383,838.38 "," 23,654,444,444.44 "," 28,100,606,060.61 "," 30,725,971,563.98 "," 28,691,889,763.78 "," 31,151,825,467.50 "," 31,144,920,844.33 "," 31,899,070,055.80 "," 33,351,529,274.69 "," 38,472,742,808.32 "," 40,171,018,229.07 "," 40,010,423,970.46 "," 45,625,234,697.71 "," 48,884,606,848.13 "," 51,809,949,334.24 "," 52,293,456,906.27 "," 60,636,022,422.62 "," 63,320,122,807.12 "," 62,433,300,338.09 "," 62,191,955,814.35 "," 62,973,855,718.89 "," 82,017,743,416.28 "," 79,484,403,984.88 "," 79,904,985,384.87 "," 91,760,542,940.07 "," 107,759,683,863.12 "," 120,055,291,992.94 "," 137,264,061,106.04 "," 152,385,716,311.92 "," 170,077,814,106.31 "," 168,152,775,283.03 "," 177,165,635,077.07 "," 213,587,413,184.00 "," 224,383,620,829.57 "," 231,218,567,178.98 "," 244,360,888,750.81 "," 270,556,131,701.17 "," 313,629,858,859.59 "," 339,205,615,769.19 "," 356,128,224,957.09 "," 320,909,489,229.72 "," 300,425,666,773.04 "," 348,262,544,719.18 ",46.0,105
1522,Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG, 0.81 , 7.06 , 3.54 , 4.21 , 5.16 , 3.95 , 8.05 , 3.76 , 10.22 , 7.92 , 6.54 , 6.78 , 5.07 , 7.59 , 5.50 , 6.45 , 7.63 , 4.96 , 4.46 , 5.06 , 7.71 , 1.76 , 3.74 , 4.96 , 4.85 , 1.01 , 2.55 , 3.66 , 4.26 , 3.55 , 2.51 , 5.78 , 7.55 , 6.52 , 5.90 , 4.83 , 1.70 , 2.83 , 1.61 , 2.75 , 3.51 , 4.40 , 4.67 , 4.73 , 5.53 , 4.43 , 6.15 , 2.50 ,-1.27 , 6.49 ,46.0,105
1523,Pakistan,PAK,Income share held by lowest 20%,SI.DST.FRST.20, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 8.30 , .. , .. , 8.10 , .. , .. , .. , .. , .. , 9.90 , .. , 8.70 , .. , .. , 9.80 , .. , .. , 9.20 , 9.30 , .. , 9.70 , .. , .. , 9.90 , 9.70 , .. , 9.50 , .. , 9.30 , .. , .. , 9.60 , .. , .. , .. ,46.0,105
1524,Pakistan,PAK,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG, 6.77 , 15.30 , 26.07 , 21.10 , 11.50 , 10.51 , 8.98 , 6.53 , 9.01 , 10.08 , 9.37 , 5.27 , 9.65 , 4.53 , 3.29 , 4.52 , 9.62 , 8.59 , 6.45 , 13.49 , 10.20 , 8.84 , 13.03 , 13.01 , 8.37 , 13.38 , 7.53 , 5.86 , 38.51 , 5.31 , 3.73 , 3.26 , 7.33 , 7.84 , 8.87 , 7.27 , 13.20 , 20.67 , 10.85 , 19.64 , 5.97 , 6.97 , 7.41 , 4.11 , 13.00 , 4.03 , 3.84 , 9.04 , 9.94 , 10.21 ,46.0,105
1525,Pakistan,PAK,Net migration,SM.POP.NETM,"-138,485.00 ","-116,081.00 ","-69,596.00 ","-3,437.00 "," 47,154.00 "," 84,000.00 "," 110,097.00 "," 450,001.00 "," 1,078,233.00 "," 997,103.00 "," 552,153.00 "," 73,873.00 ","-351,354.00 "," 282,435.00 "," 199,664.00 "," 326,899.00 "," 148,304.00 "," 68,004.00 "," 30,184.00 ","-6,127.00 ","-1,320,633.00 ",-278.00 ,"-276,644.00 "," 296,208.00 "," 147,987.00 "," 151,546.00 "," 148,849.00 "," 148,403.00 "," 940,739.00 "," 344,288.00 ","-834,546.00 ","-578,225.00 ","-524,871.00 ","-632,467.00 ","-628,923.00 ","-563,471.00 ","-525,915.00 ","-338,507.00 ","-431,891.00 ","-890,633.00 ","-1,647,986.00 ","-1,906,315.00 ","-2,037,911.00 ","-2,172,159.00 ","-2,290,411.00 ","-1,574,581.00 ","-1,309,609.00 ","-1,177,218.00 ","-588,736.00 ","-471,395.00 ",46.0,105
1526,Pakistan,PAK,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 67.30 , .. , .. , 65.10 , .. , .. , .. , .. , .. , 22.30 , .. , 29.80 , .. , .. , 33.30 , .. , .. , 20.20 , 20.30 , .. , 14.90 , .. , .. , 9.40 , 9.60 , .. , 7.40 , .. , 5.10 , .. , .. , 4.90 , .. , .. , .. ,46.0,105
1527,Pakistan,PAK,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 64.30 , .. , .. , 51.70 , 50.40 , .. , 44.10 , .. , .. , 36.80 , 36.30 , .. , 29.50 , .. , 24.30 , .. , .. , 21.90 , .. , .. , .. ,46.0,105
1528,Pakistan,PAK,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.10 , 0.20 , 0.20 ,46.0,105
1529,Pakistan,PAK,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 44.40 , .. , .. , .. , .. , 38.40 , 35.30 , .. , .. , 34.20 , .. , .. , .. , .. , .. , 31.20 , .. , .. , .. , .. , .. , .. , .. , .. , .. , 31.40 , .. , 31.80 , .. , .. , .. , .. , 23.10 , .. , .. , .. ,46.0,105
1530,Pakistan,PAK,"School enrollment, secondary (% gross)",SE.SEC.ENRR, 16.56 , 17.01 , 17.25 , 18.11 , 17.97 , 18.01 , 17.98 , 16.54 , 16.99 , 17.02 , 17.17 , 17.99 , 18.77 , 19.62 , 19.84 , 20.24 , 20.57 , 21.33 , 22.01 , 25.27 , 28.33 , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 22.51 , 24.69 , 25.64 , 30.86 , 32.90 , 33.04 , 32.86 , 33.18 , 33.77 , 34.90 , 36.00 , 37.32 , 39.60 , 40.96 , 40.40 , 42.67 , 44.87 , .. , .. ,46.0,105
1531,Pakistan,PAK,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS, .. , .. , .. , .. , 26.08 , 30.31 , 28.46 , 25.77 , 26.18 , 26.29 , 26.95 , 35.18 , 36.02 , 39.45 , 38.60 , 35.89 , 34.56 , 30.19 , 27.22 , 24.51 , 26.99 , 28.29 , 38.06 , 30.84 , 30.86 , 40.56 , 24.93 , 32.48 , 28.39 , 28.36 , 23.45 , 20.53 , 26.38 , 12.48 , 10.85 , 11.45 , 11.32 , 15.15 , 15.03 , 9.24 , 15.39 , 22.69 , 15.50 , 14.05 , 15.71 , 22.45 , 19.38 , 35.55 , 35.57 , 34.05 ,46.0,105
1532,Pakistan,PAK,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 7.04 , 7.17 , 3.56 , 3.11 , 3.89 , 7.01 , 1.46 , 4.08 , 6.44 , 4.48 , 0.53 , 5.74 , 3.49 , 2.03 , 2.59 , 2.44 , 5.82 , 7.73 , 5.40 , 3.10 , 4.33 ,-0.27 , 4.76 , 2.98 , 4.06 , 1.79 , 4.82 , 4.98 , 5.89 ,-5.16 , 6.57 , 3.62 , 1.11 , 0.50 , .. ,46.0,105
1533,Pakistan,PAK,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS, .. , .. , .. , .. ,-5.70 ,-4.83 ,-4.01 ,-5.64 ,-3.66 ,-3.25 ,-2.59 , 0.15 ,-3.80 ,-3.43 ,-1.99 ,-1.67 ,-3.70 ,-3.33 ,-4.15 ,-2.78 ,-3.84 ,-5.60 ,-3.47 ,-5.52 ,-7.01 ,-2.74 ,-3.61 ,-1.46 ,-0.10 , 2.36 , 4.82 , 3.89 ,-0.76 ,-3.00 ,-4.92 ,-5.45 ,-9.20 ,-2.37 ,-0.76 ,-1.03 ,-1.04 ,-1.91 ,-1.50 ,-1.04 ,-2.29 ,-4.77 ,-5.30 ,-2.67 ,-0.22 ,-3.52 ,46.0,105
1534,Pakistan,PAK,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS, .. , .. , .. , .. , 25.68 , 29.87 , 28.06 , 25.51 , 22.83 , 21.78 , 23.32 , 32.54 , 32.49 , 36.02 , 35.23 , 31.96 , 29.93 , 25.31 , 22.70 , 20.47 , 22.79 , 24.53 , 32.91 , 24.37 , 24.82 , 32.92 , 18.90 , 21.99 , 21.07 , 21.37 , 19.70 , 17.15 , 22.87 , 10.16 , 9.09 , 9.18 , 8.94 , 11.97 , 11.54 , 7.91 , 14.10 , 20.40 , 14.46 , 12.34 , 13.76 , 19.96 , 16.05 , 31.33 , 29.82 , 29.45 ,46.0,105
1535,Pakistan,PAK,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD," 182,621,205.30 "," 190,187,502.80 "," 202,232,940.50 "," 256,955,128.10 "," 283,547,309.30 "," 328,595,918.40 "," 380,914,021.40 "," 513,642,842.90 "," 591,718,371.90 "," 564,815,087.50 "," 588,544,443.50 "," 1,102,712,361.00 "," 929,299,621.90 "," 1,017,374,170.00 "," 1,018,811,786.40 "," 1,125,976,333.20 "," 1,264,323,728.70 "," 1,281,652,894.60 "," 1,360,574,478.00 "," 1,504,234,449.10 "," 1,750,633,090.00 "," 1,903,433,475.60 "," 2,870,708,726.90 "," 2,315,723,766.50 "," 2,272,280,921.10 "," 2,979,583,629.50 "," 1,553,681,609.80 "," 1,704,950,230.40 "," 1,784,967,126.90 "," 2,030,378,585.00 "," 2,115,916,840.00 "," 1,949,420,682.40 "," 3,122,635,183.50 "," 1,745,359,734.10 "," 1,820,197,846.10 "," 1,970,283,394.70 "," 2,202,523,747.70 "," 2,448,093,208.10 "," 2,922,628,705.90 "," 2,102,643,484.80 "," 2,092,413,410.40 "," 2,519,745,039.80 "," 2,472,907,412.60 "," 3,148,973,720.00 "," 3,723,865,985.70 "," 5,922,314,924.50 "," 4,706,984,926.00 "," 9,031,770,561.50 "," 7,173,453,450.90 "," 9,484,765,465.30 ",46.0,105
1536,Pakistan,PAK,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD," 201,762,205.30 "," 242,388,502.80 "," 236,747,940.50 "," 311,068,128.10 "," 386,427,576.30 "," 446,168,265.90 "," 525,404,168.30 "," 655,193,159.50 "," 868,739,509.60 "," 920,633,788.00 "," 884,640,645.60 "," 1,344,927,953.50 "," 1,252,984,095.90 "," 1,428,558,334.60 "," 1,599,188,741.40 "," 1,810,170,196.10 "," 1,857,869,504.60 "," 1,856,125,416.50 "," 1,886,412,668.80 "," 1,964,505,172.80 "," 2,306,942,238.30 "," 2,384,905,397.90 "," 3,432,886,554.80 "," 3,207,271,872.70 "," 3,301,456,859.40 "," 4,105,800,078.70 "," 2,302,762,687.40 "," 2,944,312,093.30 "," 2,871,481,226.10 "," 3,001,727,424.90 "," 2,881,003,394.80 "," 3,069,677,954.80 "," 4,285,749,496.60 "," 2,467,279,688.50 "," 2,322,583,148.20 "," 2,669,113,234.90 "," 3,032,598,944.60 "," 3,471,885,603.10 "," 4,319,337,736.00 "," 2,981,762,078.90 "," 4,917,667,887.60 "," 6,929,503,959.30 "," 4,819,248,206.90 "," 4,111,644,257.40 "," 4,326,854,859.80 "," 6,779,282,705.40 "," 6,099,418,655.10 "," 11,077,778,000.30 "," 9,877,133,609.30 "," 12,338,360,847.10 ",46.0,105
1537,Pakistan,PAK,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-17.18 , 5.75 ,-17.27 , 11.55 , 14.15 ,-17.58 , 12.76 , 13.31 , 19.51 , 18.25 ,-5.98 , 24.57 ,-3.69 ,-0.36 , 32.81 , 11.99 ,-4.31 , 13.77 , 1.12 , 33.47 , 13.82 , 1.32 , 3.11 ,-3.08 , 1.99 ,-6.54 ,-5.73 ,-2.85 , 16.02 , 12.18 , 9.95 , 28.38 ,-1.53 , 11.73 , 9.89 , 1.51 ,-4.55 ,-3.36 , 15.71 , 2.37 ,-15.00 , 13.58 ,-1.48 ,-6.34 ,-1.60 , 2.47 , 10.04 , 13.17 , 1.52 , 6.52 ,46.0,105
1538,Pakistan,PAK,Exports of goods and services (current US$),NE.EXP.GNFS.CD," 675,563,974.51 "," 942,116,712.38 "," 1,208,080,808.08 "," 1,312,525,252.53 "," 1,402,121,212.12 "," 1,413,232,323.23 "," 1,679,696,969.70 "," 2,174,646,464.65 "," 2,978,282,828.28 "," 3,606,767,676.77 "," 3,131,090,047.39 "," 3,495,669,291.34 "," 3,549,643,811.22 "," 3,290,831,134.56 "," 3,922,380,657.16 "," 4,605,651,034.08 "," 5,331,871,261.75 "," 5,652,838,735.60 "," 5,917,028,934.70 "," 7,725,443,913.95 "," 8,442,727,144.33 "," 8,394,297,012.57 "," 8,449,775,780.28 "," 10,132,260,947.27 "," 10,703,064,802.26 "," 10,040,494,157.27 "," 10,252,214,044.00 "," 9,668,690,514.21 "," 9,940,178,787.15 "," 10,600,274,819.65 "," 11,007,713,543.36 "," 13,917,671,162.71 "," 15,350,078,165.71 "," 17,180,327,371.73 "," 19,400,851,368.10 "," 20,137,183,305.79 "," 21,059,563,684.62 "," 20,843,801,712.90 "," 23,946,181,767.92 "," 29,831,048,429.98 "," 27,816,080,760.87 "," 30,699,243,926.62 "," 29,916,086,156.59 "," 28,690,885,214.61 "," 27,400,953,970.04 "," 27,888,171,201.77 "," 30,562,210,968.15 "," 30,136,171,703.10 "," 27,935,258,004.28 "," 31,546,334,430.54 ",46.0,105
1539,Pakistan,PAK,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-1.47 , 0.54 ,-3.68 ,-9.01 ,-7.65 ,-8.51 ,-9.06 ,-10.77 ,-10.72 ,-9.50 ,-10.94 ,-10.33 ,-10.57 ,-12.04 ,-7.81 ,-5.28 ,-5.57 ,-6.28 ,-5.46 ,-1.55 ,-3.15 ,-6.10 ,-2.74 ,-2.71 ,-4.52 ,-4.69 ,-1.04 ,-1.61 ,-1.12 ,-0.96 ,-0.08 , 0.54 , 0.94 ,-3.53 ,-7.41 ,-6.56 ,-10.83 ,-7.28 ,-5.84 ,-5.01 ,-8.01 ,-6.78 ,-6.42 ,-6.45 ,-7.23 ,-9.03 ,-10.46 ,-10.12 ,-8.12 ,-8.93 ,46.0,105
1540,Pakistan,PAK,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS, 43.88 , 72.44 , 58.03 , 51.66 , 52.23 , 50.61 , 47.24 , 45.84 , 42.49 , 38.01 , 38.50 , 42.54 , 39.82 , 43.95 , 47.85 , 51.44 , 45.34 , 46.71 , 52.93 , 52.55 , 52.34 , 48.81 , 54.04 , 51.39 , 48.65 , 49.95 , 53.98 , 55.90 , 41.39 , 41.44 , 43.78 , 40.95 , 34.64 , 29.12 , 27.81 , 28.43 , 29.99 , 34.60 , 36.30 , 30.75 , 28.79 , 26.41 , 26.71 , 25.80 , 24.35 , 27.43 , 28.29 , 34.22 , 39.24 , 38.17 ,46.0,105
1541,Pakistan,PAK,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD," 3,820,911,744.30 "," 4,263,281,944.20 "," 4,663,852,329.10 "," 5,128,554,894.90 "," 6,029,661,004.00 "," 6,778,059,329.00 "," 7,477,710,400.70 "," 7,905,156,377.80 "," 8,520,127,896.90 "," 8,653,861,186.90 "," 9,565,261,245.80 "," 9,616,677,381.90 "," 9,855,721,271.20 "," 10,699,549,401.10 "," 11,897,410,327.40 "," 13,595,561,002.40 "," 14,082,497,272.80 "," 14,644,426,865.00 "," 16,643,173,211.00 "," 18,161,575,801.50 "," 19,398,305,964.90 "," 21,484,045,707.80 "," 23,895,409,551.40 "," 25,393,313,199.00 "," 25,639,390,768.80 "," 26,332,951,189.80 "," 28,790,615,741.30 "," 30,425,237,610.30 "," 29,842,542,722.10 "," 28,711,866,295.70 "," 30,164,327,128.50 "," 33,062,931,555.00 "," 33,177,016,948.00 "," 31,294,890,070.90 "," 34,390,773,679.10 "," 38,428,137,380.40 "," 43,842,653,504.50 "," 46,152,132,969.90 "," 48,199,262,180.00 "," 51,161,785,463.80 "," 51,958,782,592.00 "," 50,323,278,834.70 "," 53,715,014,977.20 "," 55,781,673,316.50 "," 60,696,537,648.10 "," 75,288,599,714.00 "," 83,860,023,400.70 "," 90,259,711,927.50 "," 99,563,370,577.90 "," 110,609,925,711.90 ",46.0,105
1542,Pakistan,PAK,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD," 10,000,000.00 "," 16,100,000.00 "," 18,700,000.00 "," 19,300,000.00 "," 18,200,000.00 "," 20,693,000.00 "," 20,513,000.00 "," 15,800,000.00 "," 18,140,000.00 "," 24,600,000.00 "," 38,923,000.00 "," 33,709,000.00 "," 26,305,000.00 "," 25,567,000.00 "," 29,488,000.00 "," 55,514,000.00 "," 93,435,000.00 "," 137,614,000.00 "," 137,571,000.00 "," 425,000,000.00 "," 833,900,000.00 "," 1,057,309,000.00 "," 1,177,900,000.00 "," 1,593,400,000.00 "," 1,995,400,000.00 "," 2,337,700,000.00 "," 2,601,500,000.00 "," 2,221,200,000.00 "," 2,559,900,000.00 "," 2,098,000,000.00 "," 1,998,304,000.00 "," 1,619,000,000.00 "," 1,537,000,000.00 "," 963,541,000.00 "," 907,024,000.00 "," 1,193,343,000.00 "," 3,184,000,000.00 "," 3,265,000,000.00 "," 4,473,000,000.00 "," 5,759,000,000.00 "," 5,618,000,000.00 "," 4,813,000,000.00 "," 4,727,000,000.00 "," 4,739,000,000.00 "," 6,124,753,000.00 "," 8,590,805,000.00 "," 10,906,467,000.00 "," 12,082,542,000.00 "," 13,646,831,000.00 "," 15,939,786,000.00 ",46.0,105
1543,Pakistan,PAK,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD," 3,810,911,744.30 "," 4,247,181,944.20 "," 4,645,152,329.10 "," 5,109,254,894.90 "," 6,011,461,004.00 "," 6,757,366,329.00 "," 7,457,197,400.70 "," 7,889,356,377.80 "," 8,501,987,896.90 "," 8,629,261,186.90 "," 9,526,338,245.80 "," 9,582,968,381.90 "," 9,829,416,271.20 "," 10,673,982,401.10 "," 11,867,922,327.40 "," 13,540,047,002.40 "," 13,989,062,272.80 "," 14,506,812,865.00 "," 16,505,602,211.00 "," 17,736,575,801.50 "," 18,564,405,964.90 "," 20,426,736,707.80 "," 22,717,509,551.40 "," 23,799,913,199.00 "," 23,643,990,768.80 "," 23,995,251,189.80 "," 26,189,115,741.30 "," 28,204,037,610.30 "," 27,282,642,722.10 "," 26,613,866,295.70 "," 28,166,023,128.50 "," 31,443,931,555.00 "," 31,640,016,948.00 "," 30,331,349,070.90 "," 33,483,749,679.10 "," 37,234,794,380.40 "," 40,658,653,504.50 "," 42,887,132,969.90 "," 43,726,262,180.00 "," 45,402,785,463.80 "," 46,340,782,592.00 "," 45,510,278,834.70 "," 48,988,014,977.20 "," 51,042,673,316.50 "," 54,571,784,648.10 "," 66,697,794,714.00 "," 72,953,556,400.70 "," 78,177,169,927.50 "," 85,916,539,577.90 "," 94,670,139,711.90 ",46.0,105
1544,Pakistan,PAK,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD," 131,000,000.00 "," 147,000,000.00 "," 165,000,000.00 "," 186,000,000.00 "," 220,000,000.00 "," 180,000,000.00 "," 210,000,000.00 "," 441,000,000.00 "," 737,000,000.00 "," 903,000,000.00 "," 720,000,000.00 "," 797,000,000.00 "," 932,000,000.00 "," 1,310,000,000.00 "," 1,863,000,000.00 "," 2,280,000,000.00 "," 2,429,000,000.00 "," 2,771,159,000.00 "," 3,184,737,000.00 "," 4,134,107,000.00 "," 4,394,000,000.00 "," 1,946,000,000.00 "," 1,938,000,000.00 "," 3,235,000,000.00 "," 2,816,010,000.00 "," 2,481,000,000.00 "," 2,159,376,893.60 "," 1,830,190,000.00 "," 1,518,730,000.00 "," 1,313,800,000.00 "," 1,540,000,000.00 "," 1,245,000,000.00 "," 1,245,000,000.00 "," 1,230,000,001.00 "," 1,322,000,000.00 "," 2,228,000,000.00 "," 1,370,000,000.00 "," 1,466,000,000.00 "," 4,667,000,000.00 "," 3,619,000,000.00 "," 4,027,000,000.00 "," 4,652,000,000.00 "," 5,487,000,000.00 "," 6,474,000,000.00 "," 7,121,000,000.00 "," 8,709,400,000.00 "," 8,087,921,000.00 "," 9,526,000,000.00 "," 7,229,582,000.00 "," 8,982,550,000.00 ",46.0,105
1545,Pakistan,PAK,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD, .. , .. , .. , .. ,"-8,220,530.17 ","-15,223,204.01 ","-32,273,192.51 ","-58,254,127.36 ","-63,632,992.78 ","-108,084,748.50 ","-63,833,091.62 ","-29,457,026.66 ","-60,194,580.19 ","-139,255,277.25 ","-106,379,985.26 ","-110,150,687.42 ","-173,750,062.16 ","-167,516,908.29 ","-243,314,680.51 ","-262,151,741.78 ","-348,059,754.43 ","-350,710,419.16 ","-420,058,004.52 ","-722,221,107.38 ","-915,190,761.05 ","-740,567,596.30 ","-456,000,000.00 ","-511,000,000.00 ","-297,000,000.00 ","-352,000,000.00 ","-795,000,000.00 ","-515,000,000.00 ","-1,062,000,000.00 ","-2,156,000,000.00 ","-4,164,000,000.00 ","-5,492,000,000.00 ","-5,389,000,000.00 ","-2,267,000,000.00 ","-1,975,000,000.00 ","-1,264,000,000.00 ","-782,000,000.00 ","-1,121,000,000.00 ","-1,765,000,000.00 ","-1,648,000,000.00 ","-2,524,000,000.00 ","-2,444,000,000.00 ","-1,758,000,000.00 ","-2,319,000,000.00 ","-2,102,000,000.00 ","-1,860,000,000.00 ",46.0,105
1546,Pakistan,PAK,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS, 0.18 ,-0.06 , 0.04 , 0.22 , 0.06 , 0.10 , 0.18 , 0.30 , 0.27 , 0.38 , 0.21 , 0.10 , 0.18 , 0.42 , 0.33 , 0.39 , 0.48 , 0.52 , 0.61 , 0.57 , 0.69 , 0.67 , 0.81 , 1.19 , 1.46 , 1.15 , 0.81 , 0.84 , 0.38 , 0.48 , 1.03 , 0.58 , 1.04 , 1.83 , 3.11 , 3.67 , 3.20 , 1.39 , 1.14 , 0.62 , 0.38 , 0.58 , 0.77 , 0.62 , 0.82 , 0.74 , 0.49 , 0.70 , 0.68 , 0.60 ,46.0,105
1547,Pakistan,PAK,"IMF repurchases and charges (TDS, current US$)",DT.TDS.DIMF.CD," 17,241,000.00 "," 49,301,000.00 "," 30,015,000.00 "," 49,213,000.00 "," 96,980,267.00 "," 111,082,347.50 "," 137,120,146.90 "," 134,835,316.60 "," 165,927,137.70 "," 197,712,700.50 "," 177,050,202.10 "," 141,399,592.50 "," 200,823,474.00 "," 286,979,164.60 "," 440,815,955.00 "," 485,946,862.90 "," 344,866,775.90 "," 274,404,521.90 "," 212,857,190.80 "," 136,143,723.70 "," 196,785,148.30 "," 164,181,922.30 "," 97,013,827.90 "," 218,916,106.20 "," 383,121,938.30 "," 352,863,449.20 "," 192,158,077.60 "," 288,646,862.90 "," 346,614,099.20 "," 231,223,839.90 "," 304,490,554.80 "," 616,038,272.40 "," 593,861,313.10 "," 263,140,954.40 "," 126,889,302.10 "," 168,350,840.20 "," 193,042,196.90 "," 294,467,395.00 "," 394,102,030.10 "," 449,406,594.10 "," 2,413,987,477.20 "," 3,711,510,919.50 "," 2,025,249,794.30 "," 463,293,537.40 "," 66,601,874.10 "," 104,967,780.90 "," 345,032,729.10 "," 732,043,438.80 "," 1,107,133,158.40 "," 1,186,170,381.80 ",46.0,105
1548,Pakistan,PAK,Income share held by fourth 20%,SI.DST.04TH.20, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 21.20 , .. , .. , 21.60 , .. , .. , .. , .. , .. , 21.10 , .. , 20.60 , .. , .. , 21.30 , .. , .. , 21.10 , 20.80 , .. , 21.10 , .. , .. , 21.30 , 21.10 , .. , 21.30 , .. , 21.00 , .. , .. , 21.20 , .. , .. , .. ,46.0,105
1549,Pakistan,PAK,Income share held by highest 20%,SI.DST.05TH.20, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 42.20 , .. , .. , 41.80 , .. , .. , .. , .. , .. , 39.00 , .. , 42.40 , .. , .. , 38.80 , .. , .. , 40.60 , 41.10 , .. , 39.80 , .. , .. , 38.90 , 39.80 , .. , 39.40 , .. , 41.00 , .. , .. , 39.60 , .. , .. , .. ,46.0,105
