Country Name,Country Code,Series Name,Series Code,1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Kenya,KEN,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS, .. , .. , .. ,-6.59 ,-3.41 , 0.82 ,-12.43 ,-7.90 ,-12.06 ,-8.19 ,-4.75 ,-0.79 ,-2.05 ,-1.87 ,-0.62 ,-6.30 ,-5.64 ,-7.13 ,-6.15 ,-2.62 ,-2.19 ,-4.55 ,-6.28 ,-17.45 ,-7.98 ,-13.65 ,-18.68 ,-18.34 ,-1.57 ,-2.47 ,-0.89 , 0.89 ,-0.82 ,-1.35 ,-1.98 ,-3.23 ,-5.52 ,-3.99 ,-5.22 ,-8.15 ,-7.48 ,-7.85 ,-9.34 ,-6.30 ,-5.40 ,-7.00 ,-5.41 ,-5.24 ,-4.76 ,-5.21 
Kenya,KEN,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS, .. , .. , .. , 5.70 , 5.86 , 6.73 , 8.74 , 10.86 , 12.06 , 16.32 , 21.46 , 24.04 , 24.32 , 28.77 , 27.06 , 32.82 , 30.75 , 30.54 , 28.58 , 26.28 , 23.50 , 12.83 , 16.98 , 20.73 , 18.87 , 12.94 , 12.40 , 13.04 , 17.30 , 12.43 , 13.66 , 14.48 , 7.39 , 9.46 , 6.76 , 5.93 , 4.64 , 4.83 , 4.13 , 4.01 , 4.37 , 4.40 , 10.98 , 6.98 , 8.38 , 12.21 , 20.87 , 35.41 , 26.64 , 18.66 
Kenya,KEN,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD," 26,521,417.20 "," 33,110,768.90 "," 37,394,830.40 "," 43,056,265.70 "," 54,710,899.80 "," 63,627,416.40 "," 131,871,884.60 "," 137,243,055.90 "," 231,759,747.70 "," 272,034,138.70 "," 307,788,101.70 "," 291,422,436.60 "," 305,554,408.90 "," 344,752,149.20 "," 358,486,383.00 "," 417,878,291.20 "," 452,459,339.50 "," 428,102,745.00 "," 507,290,736.90 "," 521,822,689.00 "," 412,636,565.50 "," 409,351,273.60 "," 711,820,874.90 "," 700,829,528.00 "," 643,286,912.20 "," 477,234,513.20 "," 489,407,104.60 "," 509,883,497.80 "," 442,873,123.80 "," 354,841,555.80 "," 424,535,775.50 "," 510,401,641.90 "," 303,852,672.90 "," 502,667,743.80 "," 391,883,766.20 "," 414,815,731.30 "," 380,337,609.60 "," 344,869,057.50 "," 350,347,030.20 "," 386,713,866.20 "," 475,629,146.60 "," 451,065,670.60 "," 1,230,227,045.90 "," 679,900,284.70 "," 771,070,054.60 "," 1,173,951,605.60 "," 2,311,875,045.70 "," 3,982,044,354.60 "," 2,463,550,764.70 "," 2,085,150,407.20 "
Kenya,KEN,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD," 48,321,417.20 "," 65,210,768.90 "," 97,594,830.40 "," 151,030,865.70 "," 169,272,167.70 "," 325,985,380.80 "," 215,710,188.90 "," 299,349,121.30 "," 433,453,969.50 "," 485,011,398.80 "," 496,854,038.90 "," 515,004,170.20 "," 578,695,173.00 "," 621,209,875.40 "," 677,339,579.00 "," 691,393,405.20 "," 737,640,900.20 "," 708,843,758.50 "," 790,872,741.70 "," 719,362,980.40 "," 670,239,100.90 "," 631,946,044.70 "," 881,293,611.70 "," 904,431,249.90 "," 837,686,593.40 "," 656,782,748.90 "," 662,676,466.30 "," 694,617,575.00 "," 592,875,509.70 "," 485,449,743.10 "," 531,606,675.60 "," 581,229,378.40 "," 358,434,650.40 "," 540,862,993.00 "," 431,410,081.80 "," 457,381,617.40 "," 413,755,313.10 "," 389,167,490.60 "," 402,166,492.00 "," 442,126,331.40 "," 537,107,049.60 "," 535,125,866.00 "," 1,333,845,797.20 "," 890,346,905.90 "," 1,118,739,384.80 "," 1,546,242,076.90 "," 2,791,207,320.70 "," 4,492,909,114.50 "," 2,836,781,582.10 "," 2,449,427,171.10 "
Kenya,KEN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-10.71 , 8.65 , 15.16 ,-11.62 , 1.90 , 2.79 , 1.68 ,-4.58 , 5.43 ,-4.19 , 3.18 ,-2.28 , 0.87 , 6.72 , 9.77 , 0.26 , 4.61 , 9.41 , 22.54 ,-1.24 ,-0.78 , 31.52 ,-1.16 ,-7.66 , 4.56 ,-10.65 ,-4.88 , 9.28 , 1.13 , 3.61 , 7.12 , 7.21 , 12.59 , 9.38 , 3.54 , 6.16 , 2.37 ,-5.22 , 14.35 , 8.37 , 2.26 ,-0.46 , 1.85 ,-2.19 ,-6.57 ,-1.02 , 6.77 ,-3.16 ,-8.82 , 12.94 
Kenya,KEN,Exports of goods and services (current US$),NE.EXP.GNFS.CD," 560,279,775.97 "," 687,310,889.56 "," 1,000,154,279.07 "," 972,056,798.31 "," 1,127,505,379.78 "," 1,571,184,005.45 "," 1,534,663,179.46 "," 1,605,552,323.52 "," 2,144,500,526.72 "," 2,087,869,962.01 "," 1,714,496,080.43 "," 1,551,597,959.74 "," 1,656,202,770.02 "," 1,552,098,224.28 "," 1,871,195,192.49 "," 1,698,200,957.25 "," 1,869,200,100.30 "," 1,907,852,234.51 "," 2,202,462,461.58 "," 2,204,292,981.29 "," 2,155,748,038.29 "," 2,237,655,076.70 "," 2,647,693,121.93 "," 2,948,351,560.77 "," 3,035,628,835.91 "," 2,975,495,234.27 "," 2,842,655,387.82 "," 2,686,592,359.60 "," 2,742,778,003.43 "," 2,977,896,209.54 "," 3,273,521,678.34 "," 3,590,023,638.48 "," 4,283,010,819.24 "," 5,341,992,929.57 "," 5,935,981,292.86 "," 7,004,914,019.51 "," 8,138,887,724.38 "," 7,950,667,080.36 "," 9,137,583,740.15 "," 10,100,122,958.02 "," 11,203,176,165.51 "," 10,972,691,351.55 "," 11,248,581,131.96 "," 10,608,330,744.51 "," 9,912,812,646.55 "," 10,448,620,986.76 "," 11,564,072,038.35 "," 11,471,390,332.39 "," 9,703,784,283.44 "," 11,662,731,888.76 "
Kenya,KEN,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-2.14 ,-1.28 ,-7.22 ,-4.69 , 0.69 , 3.37 ,-9.75 ,-5.86 ,-6.38 ,-3.36 ,-4.90 ,-2.26 ,-5.30 ,-4.85 ,-4.04 ,-5.09 ,-5.23 ,-7.09 ,-5.64 ,-1.51 ,-0.41 , 4.95 , 2.81 ,-6.56 ,-6.91 ,-8.68 ,-8.56 ,-6.53 ,-10.13 ,-10.08 ,-5.38 ,-5.96 ,-6.26 ,-7.46 ,-9.27 ,-10.06 ,-12.23 ,-8.40 ,-10.15 ,-15.30 ,-11.89 ,-11.88 ,-13.22 ,-10.07 ,-8.37 ,-10.52 ,-9.33 ,-8.90 ,-7.95 ,-9.53 
Kenya,KEN,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS, 28.03 , 35.10 , 40.18 , 40.75 , 44.81 , 38.26 , 42.49 , 45.28 , 48.08 , 48.62 , 54.52 , 62.68 , 58.65 , 70.56 , 65.77 , 75.20 , 72.33 , 73.26 , 85.97 , 95.83 , 87.82 , 131.90 , 104.99 , 83.76 , 57.65 , 49.95 , 48.86 , 51.28 , 48.88 , 42.80 , 46.80 , 45.56 , 43.35 , 34.71 , 26.09 , 23.82 , 21.45 , 23.22 , 22.30 , 23.93 , 23.58 , 25.28 , 27.92 , 31.31 , 28.53 , 33.49 , 34.61 , 35.40 , 38.45 , 37.91 
Kenya,KEN,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD," 497,149,438.10 "," 722,712,118.30 "," 947,446,039.00 "," 1,022,968,292.30 "," 1,178,524,398.10 "," 1,291,767,561.90 "," 1,676,686,532.10 "," 2,103,960,800.80 "," 2,492,524,898.60 "," 2,499,315,203.00 "," 2,634,776,059.50 "," 2,755,635,038.10 "," 2,715,669,367.80 "," 3,189,555,671.60 "," 3,771,769,966.40 "," 4,790,678,002.90 "," 4,820,166,824.70 "," 4,863,823,254.40 "," 5,638,759,228.70 "," 6,252,651,563.40 "," 5,728,098,757.20 "," 5,845,781,902.20 "," 6,042,564,034.80 "," 6,301,907,963.30 "," 5,948,786,122.70 "," 5,418,209,965.10 "," 5,792,444,777.80 "," 5,563,426,138.90 "," 5,215,546,163.20 "," 4,820,370,425.90 "," 5,299,364,367.90 "," 5,855,985,074.00 "," 6,094,346,381.00 "," 5,799,177,838.10 "," 5,920,848,847.80 "," 6,282,124,708.80 "," 6,432,616,496.40 "," 6,767,532,210.80 "," 7,027,126,295.20 "," 7,650,035,167.60 "," 8,962,499,572.40 "," 9,884,963,161.50 "," 13,586,440,298.40 "," 15,880,735,392.50 "," 17,820,080,388.70 "," 23,247,940,642.40 "," 28,008,832,889.90 "," 31,630,103,187.90 "," 34,351,686,650.90 "," 35,861,171,847.10 "
Kenya,KEN,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD," 106,700,000.00 "," 206,200,000.00 "," 351,600,000.00 "," 392,300,000.00 "," 414,900,000.00 "," 270,500,000.00 "," 433,300,000.00 "," 437,600,000.00 "," 437,000,000.00 "," 365,500,000.00 "," 384,800,000.00 "," 497,200,000.00 "," 428,300,000.00 "," 519,000,000.00 "," 462,000,000.00 "," 593,000,000.00 "," 648,000,000.00 "," 670,000,000.00 "," 880,000,000.00 "," 987,000,000.00 "," 579,000,000.00 "," 600,000,000.00 "," 530,000,000.00 "," 445,000,000.00 "," 375,000,000.00 "," 325,000,000.00 "," 280,000,000.00 "," 220,000,000.00 "," 175,000,000.00 "," 109,169,000.00 "," 48,824,000.00 "," 23,674,000.00 "," 10,000,000.00 ", -   , .. , .. , .. , .. , .. , .. , .. ," 115,000,000.00 "," 286,200,000.00 "," 734,832,000.00 "," 673,464,000.00 "," 848,628,991.50 "," 1,020,799,247.90 "," 817,283,936.80 "," 820,948,789.70 "," 643,547,686.00 "
Kenya,KEN,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD," 390,449,438.10 "," 516,512,118.30 "," 595,846,039.00 "," 630,668,292.30 "," 763,624,398.10 "," 1,021,267,561.90 "," 1,243,386,532.10 "," 1,666,360,800.80 "," 2,055,524,898.60 "," 2,133,815,203.00 "," 2,249,976,059.50 "," 2,258,435,038.10 "," 2,287,369,367.80 "," 2,670,555,671.60 "," 3,309,769,966.40 "," 4,197,678,002.90 "," 4,172,166,824.70 "," 4,193,823,254.40 "," 4,758,759,228.70 "," 5,265,651,563.40 "," 5,149,098,757.20 "," 5,245,781,902.20 "," 5,512,564,034.80 "," 5,856,907,963.30 "," 5,573,786,122.70 "," 5,093,209,965.10 "," 5,512,444,777.80 "," 5,343,426,138.90 "," 5,040,546,163.20 "," 4,711,201,425.90 "," 5,250,540,367.90 "," 5,832,311,074.00 "," 6,084,346,381.00 "," 5,799,177,838.10 "," 5,920,848,847.80 "," 6,282,124,708.80 "," 6,432,616,496.40 "," 6,767,532,210.80 "," 7,027,126,295.20 "," 7,650,035,167.60 "," 8,962,499,572.40 "," 9,769,963,161.50 "," 13,300,240,298.40 "," 15,145,903,392.50 "," 17,146,616,388.70 "," 22,399,311,650.90 "," 26,988,033,642.00 "," 30,812,819,251.10 "," 33,530,737,861.20 "," 35,217,624,161.10 "
Kenya,KEN,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD," 84,011,740.50 "," 122,004,646.40 "," 166,000,000.00 "," 187,000,000.00 "," 216,010,214.40 "," 303,000,000.00 "," 403,000,000.00 "," 429,000,000.00 "," 640,382,531.80 "," 470,251,673.40 "," 339,573,930.20 "," 408,412,123.20 "," 376,030,312.00 "," 470,000,213.90 "," 372,016,424.80 "," 591,686,280.20 "," 534,031,917.60 "," 609,978,054.00 "," 934,284,411.40 "," 707,575,394.10 "," 776,728,684.60 "," 902,647,474.10 "," 677,108,016.70 "," 633,502,118.90 "," 527,712,316.40 "," 796,386,759.10 "," 834,257,446.20 "," 779,229,742.80 "," 756,723,445.50 "," 529,580,416.40 "," 658,368,411.40 "," 691,815,018.00 "," 662,181,394.80 "," 490,184,781.40 "," 589,892,728.20 "," 967,221,551.90 "," 950,443,736.40 "," 960,557,317.40 "," 1,041,358,696.30 "," 1,292,525,874.20 "," 1,576,703,440.20 "," 2,419,657,940.50 "," 1,997,404,338.50 "," 2,698,261,244.60 "," 2,134,226,329.90 "," 2,656,664,499.10 "," 2,546,356,023.20 "," 2,619,009,804.30 "," 2,293,268,163.40 "," 2,427,391,770.40 "
Kenya,KEN,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD, .. , .. , .. ,"-15,796,942.11 ","-42,069,307.99 ","-53,887,116.77 ","-32,085,353.95 ","-78,123,859.10 ","-77,895,605.75 ","-8,289,584.29 ","-3,387,557.14 ","-9,240,119.15 ","-3,885,145.39 ","-23,429,726.54 ","-27,795,339.61 ","-8,629,862.46 "," 1,803,111.49 ","-60,828,874.84 ","-57,081,096.18 ","-18,830,976.84 ","-6,363,133.14 ","-145,655,517.11 ","-7,432,412.60 ","-30,934,107.64 ","-105,913,755.09 ","-56,143,650.64 ","-14,423,846.26 ","-27,391,207.59 ","-110,904,550.40 ","-5,302,622.94 ","-20,202,582.10 ","-79,662,930.62 ","-41,647,828.35 ","-11,524,455.87 ","-26,717,027.61 ","-693,011,390.47 ","-51,819,059.31 ","-70,269,794.39 ","-176,486,731.87 ","-1,364,485,298.79 ","-1,141,800,836.55 ","-920,213,200.18 ","-745,818,769.23 ","-377,731,883.38 ","-352,628,512.89 ","-1,236,175,274.63 ","-770,978,668.49 ","-432,713,366.58 ","-568,783,887.87 ","-53,357,594.36 "
Kenya,KEN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS, 0.30 , 0.69 , 0.79 , 0.53 , 1.33 , 1.26 , 0.65 , 1.35 , 1.09 , 0.21 , 0.20 , 0.40 , 0.17 , 0.47 , 0.45 , 0.49 , 0.00 , 0.75 , 0.67 , 0.23 , 0.08 , 2.53 , 0.10 , 0.47 , 0.90 , 0.47 , 0.19 , 0.40 , 0.87 , 0.04 , 0.21 , 0.55 , 0.29 , 0.11 , 0.20 , 2.28 , 0.27 , 0.27 , 0.39 , 3.09 , 2.45 , 1.81 , 1.20 , 0.88 , 0.63 , 1.64 , 0.83 , 0.47 , 0.42 , 0.42 
Kenya,KEN,"IMF repurchases and charges (TDS, current US$)",DT.TDS.DIMF.CD, .. , .. , .. ," 14,574,600.00 "," 12,261,267.90 "," 43,657,964.40 "," 3,038,304.30 "," 39,706,065.40 "," 16,794,221.80 "," 21,477,260.10 "," 42,065,937.20 "," 75,181,733.60 "," 98,840,764.10 "," 117,457,726.20 "," 156,253,196.00 "," 152,808,114.00 "," 129,281,560.70 "," 162,741,013.50 "," 131,022,004.80 "," 57,840,291.40 "," 93,182,535.40 "," 65,814,771.10 "," 15,772,736.80 "," 41,168,721.90 "," 62,609,681.20 "," 68,785,235.70 "," 63,642,361.70 "," 62,598,077.20 "," 45,147,385.90 "," 25,282,187.30 "," 19,607,900.10 "," 20,869,736.50 "," 15,842,977.50 "," 9,795,249.20 "," 16,599,315.60 "," 13,261,886.10 "," 12,417,703.50 "," 20,823,433.10 "," 26,840,461.80 "," 24,089,465.20 "," 28,838,903.00 "," 46,104,195.40 "," 58,809,751.30 "," 66,136,621.20 "," 67,936,330.20 "," 119,104,192.70 "," 146,577,525.00 "," 157,310,168.90 "," 137,242,190.30 "," 132,752,434.40 "
Kenya,KEN,Income share held by fourth 20%,SI.DST.04TH.20, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 17.30 , .. , 21.30 , .. , .. , 20.20 , .. , .. , .. , .. , .. , .. , .. , 20.40 , .. , .. , .. , .. , .. , .. , .. , .. , .. , 21.50 , .. , .. , .. , .. , .. , .. 
Kenya,KEN,Income share held by highest 20%,SI.DST.05TH.20, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 61.80 , .. , 48.90 , .. , .. , 51.30 , .. , .. , .. , .. , .. , .. , .. , 52.20 , .. , .. , .. , .. , .. , .. , .. , .. , .. , 47.50 , .. , .. , .. , .. , .. , .. 
Kenya,KEN,Income share held by third 20%,SI.DST.03RD.20, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 10.70 , .. , 14.60 , .. , .. , 13.60 , .. , .. , .. , .. , .. , .. , .. , 13.40 , .. , .. , .. , .. , .. , .. , .. , .. , .. , 14.60 , .. , .. , .. , .. , .. , .. 
Kenya,KEN,Income share held by highest 10%,SI.DST.10TH.10, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 47.90 , .. , 33.40 , .. , .. , 36.30 , .. , .. , .. , .. , .. , .. , .. , 36.80 , .. , .. , .. , .. , .. , .. , .. , .. , .. , 31.60 , .. , .. , .. , .. , .. , .. 
Kenya,KEN,Income share held by lowest 10%,SI.DST.FRST.10, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 1.20 , .. , 1.90 , .. , .. , 2.30 , .. , .. , .. , .. , .. , .. , .. , 1.80 , .. , .. , .. , .. , .. , .. , .. , .. , .. , 2.40 , .. , .. , .. , .. , .. , .. 
Kenya,KEN,Income share held by second 20%,SI.DST.02ND.20, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 6.70 , .. , 10.00 , .. , .. , 9.30 , .. , .. , .. , .. , .. , .. , .. , 9.10 , .. , .. , .. , .. , .. , .. , .. , .. , .. , 10.30 , .. , .. , .. , .. , .. , .. 
Kenya,KEN,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 9.40 , .. , 8.90 , .. , .. , 7.20 , .. , .. , .. , .. , .. , .. , .. , 12.90 , .. , .. , .. , .. , .. , .. , .. , .. , .. , 8.60 , .. , .. , .. , .. , .. , .. 
Kenya,KEN,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 41.10 , .. , 44.90 , .. , .. , 43.90 , .. , .. , .. , .. , .. , .. , .. , 51.90 , .. , .. , .. , .. , .. , .. , .. , .. , .. , 48.00 , .. , .. , .. , .. , .. , .. 
Kenya,KEN,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 21.30 , .. , 21.80 , .. , .. , 20.80 , .. , .. , .. , .. , .. , .. , .. , 29.00 , .. , .. , .. , .. , .. , .. , .. , .. , .. , 23.90 , .. , .. , .. , .. , .. , .. 
Kenya,KEN,Present value of external debt (current US$),DT.DOD.PVLX.CD, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. ," 34,886,159,149.10 "
Kenya,KEN,Short-term debt (% of total external debt),DT.DOD.DSTC.ZS, 14.46 , 14.44 , 14.40 , 14.49 , 14.47 , 18.27 , 18.54 , 15.77 , 18.91 , 14.57 , 10.08 , 11.26 , 10.71 , 11.24 , 8.08 , 10.23 , 9.19 , 10.36 , 13.24 , 9.49 , 11.26 , 12.69 , 9.50 , 8.67 , 7.74 , 12.32 , 12.23 , 11.94 , 12.31 , 9.64 , 10.80 , 10.30 , 9.57 , 7.54 , 8.78 , 12.77 , 12.36 , 11.19 , 11.72 , 12.87 , 13.33 , 17.56 , 11.81 , 13.64 , 10.14 , 9.86 , 8.10 , 7.49 , 6.03 , 5.89 
Kenya,KEN,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD, -   , -   ," 39,242,020.00 "," 80,251,485.00 "," 98,790,404.90 "," 64,119,682.10 "," 94,041,896.10 "," 188,034,366.90 "," 253,896,083.10 "," 258,599,035.70 "," 393,464,493.90 "," 464,237,304.50 "," 419,810,230.40 "," 521,810,030.20 "," 459,803,182.40 "," 401,317,634.10 "," 455,445,436.50 "," 415,432,259.20 "," 482,115,288.80 "," 493,272,360.90 "," 393,368,250.00 "," 363,089,584.80 "," 404,747,779.20 "," 373,788,318.80 "," 337,223,196.10 "," 250,423,490.90 "," 196,459,614.50 "," 182,248,736.00 "," 174,880,488.90 "," 145,325,743.70 "," 138,136,748.60 "," 167,284,558.70 "," 160,065,634.70 "," 211,650,589.40 "," 208,916,028.00 "," 327,348,787.50 "," 308,716,316.10 "," 857,631,720.80 "," 816,750,541.40 "," 1,099,534,524.60 "," 1,292,972,530.60 "," 1,470,879,636.70 "," 1,327,897,899.80 "," 1,204,763,864.60 "," 1,103,364,324.70 "," 1,046,744,357.90 "," 878,613,102.60 "," 719,708,168.50 "," 1,390,662,739.50 "," 2,912,915,871.80 "
Lesotho,LSO,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS, 16.08 , 14.27 , 13.66 , 14.47 , 17.91 , 11.90 , 17.26 , 22.10 , 21.01 , 19.29 , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 51.80 , 52.00 , 43.91 , 41.14 , 46.94 , 40.98 , 37.20 , 37.07 , 41.61 , 44.33 , 46.03 , 48.86 , 44.59 , 39.72 , 43.31 
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD," 80,915,831.92 "," 121,181,556.20 "," 150,846,210.45 "," 149,560,513.86 "," 147,654,093.84 "," 193,307,267.71 "," 266,559,337.63 "," 290,142,517.81 "," 431,561,376.48 "," 434,188,034.19 "," 348,746,822.62 "," 386,699,308.86 "," 333,158,476.24 "," 268,626,912.55 "," 318,862,888.40 "," 402,774,852.65 "," 470,389,179.68 "," 495,404,888.09 "," 596,415,104.55 "," 704,329,192.77 "," 831,033,941.09 "," 835,592,802.28 "," 878,250,450.60 "," 1,001,889,856.91 "," 946,123,275.88 "," 997,996,028.65 "," 928,458,205.96 "," 912,771,290.61 "," 887,295,267.88 "," 825,706,961.24 "," 775,780,697.68 "," 1,157,832,934.55 "," 1,511,236,655.52 "," 1,682,350,934.85 "," 1,800,105,589.60 "," 1,682,016,947.23 "," 1,766,825,412.77 "," 1,740,830,510.87 "," 2,234,731,973.55 "," 2,579,421,686.25 "," 2,477,702,252.80 "," 2,367,113,170.00 "," 2,441,053,175.71 "," 2,359,759,799.04 "," 2,114,428,033.39 "," 2,306,741,845.42 "," 2,553,495,915.79 "," 2,453,980,835.25 "," 2,231,214,507.48 "," 2,496,134,680.32 "
Lesotho,LSO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.20 , 26.40 , 10.98 ,-13.51 , 11.05 , 21.81 , 18.32 , 2.89 ,-2.74 , 0.69 , 4.46 , 1.99 , 5.53 , 2.61 , 4.68 , 0.73 , 8.60 , 5.80 , 6.05 , 6.97 , 6.96 , 3.51 , 5.98 , 3.29 , 5.60 , 3.70 , 1.54 , 0.48 , 3.88 , 3.56 , 0.72 , 4.56 , 1.69 , 3.47 , 4.23 , 4.19 , 5.52 ,-1.26 , 5.27 , 4.61 , 6.33 , 1.79 , 1.71 , 3.13 , 3.61 ,-3.14 , 0.07 , 0.93 ,-8.36 , 1.35 
Lesotho,LSO,Income share held by lowest 20%,SI.DST.FRST.20, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 2.90 , .. , .. , .. , .. , .. , .. , .. , 1.50 , .. , .. , .. , .. , .. , .. , .. , 3.00 , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 4.60 , .. , .. , .. , .. 
Lesotho,LSO,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG, 13.94 , 6.97 , 9.82 , 24.76 , 4.54 , 7.48 , 16.55 , 2.43 , 41.46 , 12.58 ,-4.85 , 11.56 , 8.10 , 18.71 , 16.25 , 11.74 , 20.08 , 14.84 , 11.99 , 17.83 , 13.94 , 11.30 , 7.77 , 12.82 , 6.00 , 9.02 , 9.92 , 8.13 , 6.30 , 11.47 , 14.21 , 2.44 , 9.60 , 5.92 , 9.31 ,-6.69 , 16.72 , 2.35 , 5.34 , 9.43 , 2.18 , 10.28 , 14.04 , 10.20 ,-0.29 , 2.02 , 9.87 , 3.96 , 13.02 ,-0.88 
Lesotho,LSO,Net migration,SM.POP.NETM," 10,172.00 "," 10,202.00 "," 10,300.00 "," 8,959.00 "," 5,641.00 "," 1,123.00 ", 947.00 , 960.00 , 950.00 , 960.00 , 967.00 ," 1,016.00 "," 1,065.00 ", 398.00 ,"-1,321.00 ","-9,727.00 ","-11,357.00 ","-12,087.00 ","-12,891.00 ","-13,676.00 ","-14,381.00 ","-15,018.00 ","-15,511.00 ","-16,279.00 ","-17,727.00 ","-20,220.00 ","-21,347.00 ","-22,483.00 ","-23,572.00 ","-24,606.00 ","-25,582.00 ","-26,420.00 ","-27,129.00 ","-22,692.00 ","-11,085.00 ","-9,748.00 ","-3,102.00 ","-4,626.00 ","-6,204.00 ","-6,852.00 ","-6,827.00 ","-6,452.00 ","-5,466.00 ","-4,129.00 ","-3,861.00 ","-3,327.00 ","-3,234.00 ","-2,989.00 ","-1,490.00 ","-1,490.00 "
Lesotho,LSO,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 54.10 , .. , .. , .. , .. , .. , .. , .. , 53.70 , .. , .. , .. , .. , .. , .. , .. , 66.30 , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 32.40 , .. , .. , .. , .. 
Lesotho,LSO,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 46.80 , .. , .. , .. , .. , .. , .. , 49.20 , 66.60 , .. , .. , .. , .. , .. , .. , .. , 56.60 , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 49.70 , .. , .. , .. , .. 
